t,p_x,p_y,p_z,v_x,v_y,v_z,a_lin_x,a_lin_y,a_lin_z,j_lin_x,j_lin_y,j_lin_z,heading,heading_rate,total_vel,total_acc,total_jerk,phi
0.026000000000000002,0.0,0.0,1.1717333333333337e-05,0.0,0.0,0.0013520000000000003,0.0,0.0,0.10400000000000001,0.0,0.0,4.0,0.0,0.0,0.0013520000000000003,0.10400000000000001,4.0,
0.028,0.0,0.0,1.4634666666666667e-05,0.0,0.0,0.0015680000000000002,0.0,0.0,0.112,0.0,0.0,4.0,0.0,0.0,0.0015680000000000002,0.112,4.0,
0.03,0.0,0.0,1.7999999999999997e-05,0.0,0.0,0.0018,0.0,0.0,0.12,0.0,0.0,4.0,0.0,0.0,0.0018,0.12,4.0,
0.032,0.0,0.0,2.1845333333333332e-05,0.0,0.0,0.002048,0.0,0.0,0.128,0.0,0.0,4.0,0.0,0.0,0.002048,0.128,4.0,
0.034,0.0,0.0,2.6202666666666672e-05,0.0,0.0,0.0023120000000000003,0.0,0.0,0.136,0.0,0.0,4.0,0.0,0.0,0.0023120000000000003,0.136,4.0,
0.036000000000000004,0.0,0.0,3.1104000000000006e-05,0.0,0.0,0.0025920000000000006,0.0,0.0,0.14400000000000002,0.0,0.0,4.0,0.0,0.0,0.0025920000000000006,0.14400000000000002,4.0,
0.038,0.0,0.0,3.658133333333333e-05,0.0,0.0,0.002888,0.0,0.0,0.152,0.0,0.0,4.0,0.0,0.0,0.002888,0.152,4.0,
0.04,0.0,0.0,4.266666666666667e-05,0.0,0.0,0.0032,0.0,0.0,0.16,0.0,0.0,4.0,0.0,0.0,0.0032,0.16,4.0,
0.042,0.0,0.0,4.9392000000000004e-05,0.0,0.0,0.0035280000000000003,0.0,0.0,0.168,0.0,0.0,4.0,0.0,0.0,0.0035280000000000003,0.168,4.0,
0.044,0.0,0.0,5.678933333333332e-05,0.0,0.0,0.0038719999999999996,0.0,0.0,0.176,0.0,0.0,4.0,0.0,0.0,0.0038719999999999996,0.176,4.0,
0.046,0.0,0.0,6.489066666666665e-05,0.0,0.0,0.004232,0.0,0.0,0.184,0.0,0.0,4.0,0.0,0.0,0.004232,0.184,4.0,
0.048,0.0,0.0,7.3728e-05,0.0,0.0,0.004608,0.0,0.0,0.192,0.0,0.0,4.0,0.0,0.0,0.004608,0.192,4.0,
0.05,0.0,0.0,8.333333333333334e-05,0.0,0.0,0.005000000000000001,0.0,0.0,0.2,0.0,0.0,4.0,0.0,0.0,0.005000000000000001,0.2,4.0,
0.052000000000000005,0.0,0.0,9.37386666666667e-05,0.0,0.0,0.005408000000000001,0.0,0.0,0.20800000000000002,0.0,0.0,4.0,0.0,0.0,0.005408000000000001,0.20800000000000002,4.0,
0.054,0.0,0.0,0.00010497599999999998,0.0,0.0,0.0058319999999999995,0.0,0.0,0.216,0.0,0.0,4.0,0.0,0.0,0.0058319999999999995,0.216,4.0,
0.056,0.0,0.0,0.00011707733333333334,0.0,0.0,0.006272000000000001,0.0,0.0,0.224,0.0,0.0,4.0,0.0,0.0,0.006272000000000001,0.224,4.0,
0.058,0.0,0.0,0.00013007466666666668,0.0,0.0,0.0067280000000000005,0.0,0.0,0.232,0.0,0.0,4.0,0.0,0.0,0.0067280000000000005,0.232,4.0,
0.06,0.0,0.0,0.00014399999999999998,0.0,0.0,0.0072,0.0,0.0,0.24,0.0,0.0,4.0,0.0,0.0,0.0072,0.24,4.0,
0.062,0.0,0.0,0.00015888533333333331,0.0,0.0,0.0076879999999999995,0.0,0.0,0.248,0.0,0.0,4.0,0.0,0.0,0.0076879999999999995,0.248,4.0,
0.064,0.0,0.0,0.00017476266666666666,0.0,0.0,0.008192,0.0,0.0,0.256,0.0,0.0,4.0,0.0,0.0,0.008192,0.256,4.0,
0.066,0.0,0.0,0.00019166400000000003,0.0,0.0,0.008712000000000001,0.0,0.0,0.264,0.0,0.0,4.0,0.0,0.0,0.008712000000000001,0.264,4.0,
0.068,0.0,0.0,0.00020962133333333338,0.0,0.0,0.009248000000000001,0.0,0.0,0.272,0.0,0.0,4.0,0.0,0.0,0.009248000000000001,0.272,4.0,
0.07,0.0,0.0,0.00022866666666666673,0.0,0.0,0.009800000000000001,0.0,0.0,0.28,0.0,0.0,4.0,0.0,0.0,0.009800000000000001,0.28,4.0,
0.07200000000000001,0.0,0.0,0.00024883200000000005,0.0,0.0,0.010368000000000002,0.0,0.0,0.28800000000000003,0.0,0.0,4.0,0.0,0.0,0.010368000000000002,0.28800000000000003,4.0,
0.074,0.0,0.0,0.0002701493333333333,0.0,0.0,0.010951999999999998,0.0,0.0,0.296,0.0,0.0,4.0,0.0,0.0,0.010951999999999998,0.296,4.0,
0.076,0.0,0.0,0.0002926506666666666,0.0,0.0,0.011552,0.0,0.0,0.304,0.0,0.0,4.0,0.0,0.0,0.011552,0.304,4.0,
0.078,0.0,0.0,0.000316368,0.0,0.0,0.012168,0.0,0.0,0.312,0.0,0.0,4.0,0.0,0.0,0.012168,0.312,4.0,
0.08,0.0,0.0,0.00034133333333333335,0.0,0.0,0.0128,0.0,0.0,0.32,0.0,0.0,4.0,0.0,0.0,0.0128,0.32,4.0,
0.082,0.0,0.0,0.0003675786666666667,0.0,0.0,0.013448000000000002,0.0,0.0,0.328,0.0,0.0,4.0,0.0,0.0,0.013448000000000002,0.328,4.0,
0.084,0.0,0.0,0.00039513600000000003,0.0,0.0,0.014112000000000001,0.0,0.0,0.336,0.0,0.0,4.0,0.0,0.0,0.014112000000000001,0.336,4.0,
0.08600000000000001,0.0,0.0,0.0004240373333333334,0.0,0.0,0.014792000000000003,0.0,0.0,0.34400000000000003,0.0,0.0,4.0,0.0,0.0,0.014792000000000003,0.34400000000000003,4.0,
0.088,0.0,0.0,0.0004543146666666666,0.0,0.0,0.015487999999999998,0.0,0.0,0.352,0.0,0.0,4.0,0.0,0.0,0.015487999999999998,0.352,4.0,
0.09,0.0,0.0,0.00048599999999999994,0.0,0.0,0.0162,0.0,0.0,0.36,0.0,0.0,4.0,0.0,0.0,0.0162,0.36,4.0,
0.092,0.0,0.0,0.0005191253333333332,0.0,0.0,0.016928,0.0,0.0,0.368,0.0,0.0,4.0,0.0,0.0,0.016928,0.368,4.0,
0.094,0.0,0.0,0.0005537226666666666,0.0,0.0,0.017672,0.0,0.0,0.376,0.0,0.0,4.0,0.0,0.0,0.017672,0.376,4.0,
0.096,0.0,0.0,0.000589824,0.0,0.0,0.018432,0.0,0.0,0.384,0.0,0.0,4.0,0.0,0.0,0.018432,0.384,4.0,
0.098,0.0,0.0,0.0006274613333333333,0.0,0.0,0.019208000000000003,0.0,0.0,0.392,0.0,0.0,4.0,0.0,0.0,0.019208000000000003,0.392,4.0,
0.1,0.0,0.0,0.0006666666666666668,0.0,0.0,0.020000000000000004,0.0,0.0,0.4,0.0,0.0,4.0,0.0,0.0,0.020000000000000004,0.4,4.0,
0.10200000000000001,0.0,0.0,0.0007074720000000002,0.0,0.0,0.020808000000000004,0.0,0.0,0.40800000000000003,0.0,0.0,4.0,0.0,0.0,0.020808000000000004,0.40800000000000003,4.0,
0.10400000000000001,0.0,0.0,0.0007499093333333336,0.0,0.0,0.021632000000000005,0.0,0.0,0.41600000000000004,0.0,0.0,4.0,0.0,0.0,0.021632000000000005,0.41600000000000004,4.0,
0.106,0.0,0.0,0.0007940106666666665,0.0,0.0,0.022472,0.0,0.0,0.424,0.0,0.0,4.0,0.0,0.0,0.022472,0.424,4.0,
0.108,0.0,0.0,0.0008398079999999998,0.0,0.0,0.023327999999999998,0.0,0.0,0.432,0.0,0.0,4.0,0.0,0.0,0.023327999999999998,0.432,4.0,
0.11,0.0,0.0,0.0008873333333333333,0.0,0.0,0.0242,0.0,0.0,0.44,0.0,0.0,4.0,0.0,0.0,0.0242,0.44,4.0,
0.112,0.0,0.0,0.0009366186666666667,0.0,0.0,0.025088000000000003,0.0,0.0,0.448,0.0,0.0,4.0,0.0,0.0,0.025088000000000003,0.448,4.0,
0.114,0.0,0.0,0.0009876960000000001,0.0,0.0,0.025992,0.0,0.0,0.456,0.0,0.0,4.0,0.0,0.0,0.025992,0.456,4.0,
0.116,0.0,0.0,0.0010405973333333335,0.0,0.0,0.026912000000000002,0.0,0.0,0.464,0.0,0.0,4.0,0.0,0.0,0.026912000000000002,0.464,4.0,
0.11800000000000001,0.0,0.0,0.0010953546666666667,0.0,0.0,0.027848000000000005,0.0,0.0,0.47200000000000003,0.0,0.0,4.0,0.0,0.0,0.027848000000000005,0.47200000000000003,4.0,
0.12,0.0,0.0,0.0011519999999999998,0.0,0.0,0.0288,0.0,0.0,0.48,0.0,0.0,4.0,0.0,0.0,0.0288,0.48,4.0,
0.122,0.0,0.0,0.0012105653333333332,0.0,0.0,0.029768,0.0,0.0,0.488,0.0,0.0,4.0,0.0,0.0,0.029768,0.488,4.0,
0.124,0.0,0.0,0.0012710826666666665,0.0,0.0,0.030751999999999998,0.0,0.0,0.496,0.0,0.0,4.0,0.0,0.0,0.030751999999999998,0.496,4.0,
0.126,0.0,0.0,0.0013335839999999999,0.0,0.0,0.031752,0.0,0.0,0.504,0.0,0.0,4.0,0.0,0.0,0.031752,0.504,4.0,
0.128,0.0,0.0,0.0013981013333333333,0.0,0.0,0.032768,0.0,0.0,0.512,0.0,0.0,4.0,0.0,0.0,0.032768,0.512,4.0,
0.13,0.0,0.0,0.0014646666666666666,0.0,0.0,0.033800000000000004,0.0,0.0,0.52,0.0,0.0,4.0,0.0,0.0,0.033800000000000004,0.52,4.0,
0.132,0.0,0.0,0.0015333120000000002,0.0,0.0,0.034848000000000004,0.0,0.0,0.528,0.0,0.0,4.0,0.0,0.0,0.034848000000000004,0.528,4.0,
0.134,0.0,0.0,0.0016040693333333337,0.0,0.0,0.035912000000000006,0.0,0.0,0.536,0.0,0.0,4.0,0.0,0.0,0.035912000000000006,0.536,4.0,
0.136,0.0,0.0,0.001676970666666667,0.0,0.0,0.036992000000000004,0.0,0.0,0.544,0.0,0.0,4.0,0.0,0.0,0.036992000000000004,0.544,4.0,
0.138,0.0,0.0,0.0017520480000000004,0.0,0.0,0.038088000000000004,0.0,0.0,0.552,0.0,0.0,4.0,0.0,0.0,0.038088000000000004,0.552,4.0,
0.14,0.0,0.0,0.0018293333333333339,0.0,0.0,0.039200000000000006,0.0,0.0,0.56,0.0,0.0,4.0,0.0,0.0,0.039200000000000006,0.56,4.0,
0.14200000000000002,0.0,0.0,0.001908858666666667,0.0,0.0,0.04032800000000001,0.0,0.0,0.5680000000000001,0.0,0.0,4.0,0.0,0.0,0.04032800000000001,0.5680000000000001,4.0,
0.14400000000000002,0.0,0.0,0.0019906560000000004,0.0,0.0,0.04147200000000001,0.0,0.0,0.5760000000000001,0.0,0.0,4.0,0.0,0.0,0.04147200000000001,0.5760000000000001,4.0,
0.146,0.0,0.0,0.0020747573333333327,0.0,0.0,0.042631999999999996,0.0,0.0,0.584,0.0,0.0,4.0,0.0,0.0,0.042631999999999996,0.584,4.0,
0.148,0.0,0.0,0.0021611946666666663,0.0,0.0,0.04380799999999999,0.0,0.0,0.592,0.0,0.0,4.0,0.0,0.0,0.04380799999999999,0.592,4.0,
0.15,0.0,0.0,0.0022499999999999994,0.0,0.0,0.045,0.0,0.0,0.6,0.0,0.0,4.0,0.0,0.0,0.045,0.6,4.0,
0.152,0.0,0.0,0.002341205333333333,0.0,0.0,0.046208,0.0,0.0,0.608,0.0,0.0,4.0,0.0,0.0,0.046208,0.608,4.0,
0.154,0.0,0.0,0.0024348426666666663,0.0,0.0,0.047432,0.0,0.0,0.616,0.0,0.0,4.0,0.0,0.0,0.047432,0.616,4.0,
0.156,0.0,0.0,0.002530944,0.0,0.0,0.048672,0.0,0.0,0.624,0.0,0.0,4.0,0.0,0.0,0.048672,0.624,4.0,
0.158,0.0,0.0,0.002629541333333333,0.0,0.0,0.049928,0.0,0.0,0.632,0.0,0.0,4.0,0.0,0.0,0.049928,0.632,4.0,
0.16,0.0,0.0,0.002730666666666667,0.0,0.0,0.0512,0.0,0.0,0.64,0.0,0.0,4.0,0.0,0.0,0.0512,0.64,4.0,
0.162,0.0,0.0,0.002834352,0.0,0.0,0.052488,0.0,0.0,0.648,0.0,0.0,4.0,0.0,0.0,0.052488,0.648,4.0,
0.164,0.0,0.0,0.0029406293333333338,0.0,0.0,0.053792000000000006,0.0,0.0,0.656,0.0,0.0,4.0,0.0,0.0,0.053792000000000006,0.656,4.0,
0.166,0.0,0.0,0.003049530666666667,0.0,0.0,0.05511200000000001,0.0,0.0,0.664,0.0,0.0,4.0,0.0,0.0,0.05511200000000001,0.664,4.0,
0.168,0.0,0.0,0.0031610880000000003,0.0,0.0,0.056448000000000005,0.0,0.0,0.672,0.0,0.0,4.0,0.0,0.0,0.056448000000000005,0.672,4.0,
0.17,0.0,0.0,0.0032753333333333337,0.0,0.0,0.05780000000000001,0.0,0.0,0.68,0.0,0.0,4.0,0.0,0.0,0.05780000000000001,0.68,4.0,
0.17200000000000001,0.0,0.0,0.0033922986666666674,0.0,0.0,0.05916800000000001,0.0,0.0,0.6880000000000001,0.0,0.0,4.0,0.0,0.0,0.05916800000000001,0.6880000000000001,4.0,
0.17400000000000002,0.0,0.0,0.0035120160000000006,0.0,0.0,0.06055200000000001,0.0,0.0,0.6960000000000001,0.0,0.0,4.0,0.0,0.0,0.06055200000000001,0.6960000000000001,4.0,
0.176,0.0,0.0,0.0036345173333333326,0.0,0.0,0.06195199999999999,0.0,0.0,0.704,0.0,0.0,4.0,0.0,0.0,0.06195199999999999,0.704,4.0,
0.178,0.0,0.0,0.0037598346666666664,0.0,0.0,0.063368,0.0,0.0,0.712,0.0,0.0,4.0,0.0,0.0,0.063368,0.712,4.0,
0.18,0.0,0.0,0.0038879999999999995,0.0,0.0,0.0648,0.0,0.0,0.72,0.0,0.0,4.0,0.0,0.0,0.0648,0.72,4.0,
0.182,0.0,0.0,0.004019045333333333,0.0,0.0,0.066248,0.0,0.0,0.728,0.0,0.0,4.0,0.0,0.0,0.066248,0.728,4.0,
0.184,0.0,0.0,0.004153002666666666,0.0,0.0,0.067712,0.0,0.0,0.736,0.0,0.0,4.0,0.0,0.0,0.067712,0.736,4.0,
0.186,0.0,0.0,0.004289904,0.0,0.0,0.069192,0.0,0.0,0.744,0.0,0.0,4.0,0.0,0.0,0.069192,0.744,4.0,
0.188,0.0,0.0,0.004429781333333333,0.0,0.0,0.070688,0.0,0.0,0.752,0.0,0.0,4.0,0.0,0.0,0.070688,0.752,4.0,
0.19,0.0,0.0,0.004572666666666667,0.0,0.0,0.0722,0.0,0.0,0.76,0.0,0.0,4.0,0.0,0.0,0.0722,0.76,4.0,
0.192,0.0,0.0,0.004718592,0.0,0.0,0.073728,0.0,0.0,0.768,0.0,0.0,4.0,0.0,0.0,0.073728,0.768,4.0,
0.194,0.0,0.0,0.0048675893333333334,0.0,0.0,0.075272,0.0,0.0,0.776,0.0,0.0,4.0,0.0,0.0,0.075272,0.776,4.0,
0.196,0.0,0.0,0.005019690666666667,0.0,0.0,0.07683200000000001,0.0,0.0,0.784,0.0,0.0,4.0,0.0,0.0,0.07683200000000001,0.784,4.0,
0.198,0.0,0.0,0.0051749280000000005,0.0,0.0,0.078408,0.0,0.0,0.792,0.0,0.0,4.0,0.0,0.0,0.078408,0.792,4.0,
0.2,0.0,0.0,0.005333333333333334,0.0,0.0,0.08000000000000002,0.0,0.0,0.8,0.0,0.0,4.0,0.0,0.0,0.08000000000000002,0.8,4.0,
0.202,0.0,0.0,0.005494938666666668,0.0,0.0,0.08160800000000001,0.0,0.0,0.808,0.0,0.0,4.0,0.0,0.0,0.08160800000000001,0.808,4.0,
0.20400000000000001,0.0,0.0,0.005659776000000002,0.0,0.0,0.08323200000000001,0.0,0.0,0.8160000000000001,0.0,0.0,4.0,0.0,0.0,0.08323200000000001,0.8160000000000001,4.0,
0.20600000000000002,0.0,0.0,0.005827877333333335,0.0,0.0,0.08487200000000002,0.0,0.0,0.8240000000000001,0.0,0.0,4.0,0.0,0.0,0.08487200000000002,0.8240000000000001,4.0,
0.20800000000000002,0.0,0.0,0.005999274666666669,0.0,0.0,0.08652800000000002,0.0,0.0,0.8320000000000001,0.0,0.0,4.0,0.0,0.0,0.08652800000000002,0.8320000000000001,4.0,
0.21,0.0,0.0,0.006173999999999999,0.0,0.0,0.08819999999999999,0.0,0.0,0.84,0.0,0.0,4.0,0.0,0.0,0.08819999999999999,0.84,4.0,
0.212,0.0,0.0,0.006352085333333332,0.0,0.0,0.089888,0.0,0.0,0.848,0.0,0.0,4.0,0.0,0.0,0.089888,0.848,4.0,
0.214,0.0,0.0,0.006533562666666666,0.0,0.0,0.09159199999999999,0.0,0.0,0.856,0.0,0.0,4.0,0.0,0.0,0.09159199999999999,0.856,4.0,
0.216,0.0,0.0,0.006718463999999999,0.0,0.0,0.09331199999999999,0.0,0.0,0.864,0.0,0.0,4.0,0.0,0.0,0.09331199999999999,0.864,4.0,
0.218,0.0,0.0,0.006906821333333334,0.0,0.0,0.095048,0.0,0.0,0.872,0.0,0.0,4.0,0.0,0.0,0.095048,0.872,4.0,
0.22,0.0,0.0,0.007098666666666666,0.0,0.0,0.0968,0.0,0.0,0.88,0.0,0.0,4.0,0.0,0.0,0.0968,0.88,4.0,
0.222,0.0,0.0,0.007294032,0.0,0.0,0.098568,0.0,0.0,0.888,0.0,0.0,4.0,0.0,0.0,0.098568,0.888,4.0,
0.224,0.0,0.0,0.007492949333333334,0.0,0.0,0.10035200000000001,0.0,0.0,0.896,0.0,0.0,4.0,0.0,0.0,0.10035200000000001,0.896,4.0,
0.226,0.0,0.0,0.007695450666666667,0.0,0.0,0.102152,0.0,0.0,0.904,0.0,0.0,4.0,0.0,0.0,0.102152,0.904,4.0,
0.228,0.0,0.0,0.007901568000000001,0.0,0.0,0.103968,0.0,0.0,0.912,0.0,0.0,4.0,0.0,0.0,0.103968,0.912,4.0,
0.23,0.0,0.0,0.008111333333333333,0.0,0.0,0.1058,0.0,0.0,0.92,0.0,0.0,4.0,0.0,0.0,0.1058,0.92,4.0,
0.232,0.0,0.0,0.008324778666666668,0.0,0.0,0.10764800000000001,0.0,0.0,0.928,0.0,0.0,4.0,0.0,0.0,0.10764800000000001,0.928,4.0,
0.234,0.0,0.0,0.008541936,0.0,0.0,0.10951200000000001,0.0,0.0,0.936,0.0,0.0,4.0,0.0,0.0,0.10951200000000001,0.936,4.0,
0.23600000000000002,0.0,0.0,0.008762837333333334,0.0,0.0,0.11139200000000002,0.0,0.0,0.9440000000000001,0.0,0.0,4.0,0.0,0.0,0.11139200000000002,0.9440000000000001,4.0,
0.23800000000000002,0.0,0.0,0.008987514666666668,0.0,0.0,0.11328800000000001,0.0,0.0,0.9520000000000001,0.0,0.0,4.0,0.0,0.0,0.11328800000000001,0.9520000000000001,4.0,
0.24,0.0,0.0,0.009215999999999998,0.0,0.0,0.1152,0.0,0.0,0.96,0.0,0.0,4.0,0.0,0.0,0.1152,0.96,4.0,
0.242,0.0,0.0,0.009448325333333332,0.0,0.0,0.117128,0.0,0.0,0.968,0.0,0.0,4.0,0.0,0.0,0.117128,0.968,4.0,
0.244,0.0,0.0,0.009684522666666666,0.0,0.0,0.119072,0.0,0.0,0.976,0.0,0.0,4.0,0.0,0.0,0.119072,0.976,4.0,
0.246,0.0,0.0,0.009924624,0.0,0.0,0.121032,0.0,0.0,0.984,0.0,0.0,4.0,0.0,0.0,0.121032,0.984,4.0,
0.248,0.0,0.0,0.010168661333333332,0.0,0.0,0.12300799999999999,0.0,0.0,0.992,0.0,0.0,4.0,0.0,0.0,0.12300799999999999,0.992,4.0,
0.25,0.0,0.0,0.010416666666666666,0.0,0.0,0.125,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.125,1.0,4.0,
0.252,0.0,0.0,0.010668671999999999,0.0,0.0,0.127008,0.0,0.0,1.008,0.0,0.0,4.0,0.0,0.0,0.127008,1.008,4.0,
0.254,0.0,0.0,0.010924709333333333,0.0,0.0,0.129032,0.0,0.0,1.016,0.0,0.0,4.0,0.0,0.0,0.129032,1.016,4.0,
0.256,0.0,0.0,0.011184810666666666,0.0,0.0,0.131072,0.0,0.0,1.024,0.0,0.0,4.0,0.0,0.0,0.131072,1.024,4.0,
0.258,0.0,0.0,0.011449008,0.0,0.0,0.133128,0.0,0.0,1.032,0.0,0.0,4.0,0.0,0.0,0.133128,1.032,4.0,
0.26,0.0,0.0,0.011717333333333333,0.0,0.0,0.13520000000000001,0.0,0.0,1.04,0.0,0.0,4.0,0.0,0.0,0.13520000000000001,1.04,4.0,
0.262,0.0,0.0,0.011989818666666667,0.0,0.0,0.13728800000000002,0.0,0.0,1.048,0.0,0.0,4.0,0.0,0.0,0.13728800000000002,1.048,4.0,
0.264,0.0,0.0,0.012266496000000002,0.0,0.0,0.13939200000000002,0.0,0.0,1.056,0.0,0.0,4.0,0.0,0.0,0.13939200000000002,1.056,4.0,
0.266,0.0,0.0,0.012547397333333335,0.0,0.0,0.14151200000000003,0.0,0.0,1.064,0.0,0.0,4.0,0.0,0.0,0.14151200000000003,1.064,4.0,
0.268,0.0,0.0,0.01283255466666667,0.0,0.0,0.14364800000000003,0.0,0.0,1.072,0.0,0.0,4.0,0.0,0.0,0.14364800000000003,1.072,4.0,
0.27,0.0,0.0,0.013122000000000002,0.0,0.0,0.1458,0.0,0.0,1.08,0.0,0.0,4.0,0.0,0.0,0.1458,1.08,4.0,
0.272,0.0,0.0,0.013415765333333336,0.0,0.0,0.14796800000000002,0.0,0.0,1.088,0.0,0.0,4.0,0.0,0.0,0.14796800000000002,1.088,4.0,
0.274,0.0,0.0,0.01371388266666667,0.0,0.0,0.15015200000000004,0.0,0.0,1.096,0.0,0.0,4.0,0.0,0.0,0.15015200000000004,1.096,4.0,
0.276,0.0,0.0,0.014016384000000003,0.0,0.0,0.15235200000000002,0.0,0.0,1.104,0.0,0.0,4.0,0.0,0.0,0.15235200000000002,1.104,4.0,
0.278,0.0,0.0,0.014323301333333337,0.0,0.0,0.15456800000000004,0.0,0.0,1.112,0.0,0.0,4.0,0.0,0.0,0.15456800000000004,1.112,4.0,
0.28,0.0,0.0,0.01463466666666667,0.0,0.0,0.15680000000000002,0.0,0.0,1.12,0.0,0.0,4.0,0.0,0.0,0.15680000000000002,1.12,4.0,
0.28200000000000003,0.0,0.0,0.014950512000000003,0.0,0.0,0.15904800000000002,0.0,0.0,1.1280000000000001,0.0,0.0,4.0,0.0,0.0,0.15904800000000002,1.1280000000000001,4.0,
0.28400000000000003,0.0,0.0,0.015270869333333336,0.0,0.0,0.16131200000000004,0.0,0.0,1.1360000000000001,0.0,0.0,4.0,0.0,0.0,0.16131200000000004,1.1360000000000001,4.0,
0.28600000000000003,0.0,0.0,0.015595770666666672,0.0,0.0,0.16359200000000004,0.0,0.0,1.1440000000000001,0.0,0.0,4.0,0.0,0.0,0.16359200000000004,1.1440000000000001,4.0,
0.28800000000000003,0.0,0.0,0.015925248000000003,0.0,0.0,0.16588800000000004,0.0,0.0,1.1520000000000001,0.0,0.0,4.0,0.0,0.0,0.16588800000000004,1.1520000000000001,4.0,
0.29,0.0,0.0,0.016259333333333327,0.0,0.0,0.1682,0.0,0.0,1.16,0.0,0.0,4.0,0.0,0.0,0.1682,1.16,4.0,
0.292,0.0,0.0,0.01659805866666666,0.0,0.0,0.17052799999999999,0.0,0.0,1.168,0.0,0.0,4.0,0.0,0.0,0.17052799999999999,1.168,4.0,
0.294,0.0,0.0,0.016941455999999997,0.0,0.0,0.17287199999999997,0.0,0.0,1.176,0.0,0.0,4.0,0.0,0.0,0.17287199999999997,1.176,4.0,
0.296,0.0,0.0,0.01728955733333333,0.0,0.0,0.17523199999999997,0.0,0.0,1.184,0.0,0.0,4.0,0.0,0.0,0.17523199999999997,1.184,4.0,
0.298,0.0,0.0,0.017642394666666665,0.0,0.0,0.177608,0.0,0.0,1.192,0.0,0.0,4.0,0.0,0.0,0.177608,1.192,4.0,
0.3,0.0,0.0,0.017999999999999995,0.0,0.0,0.18,0.0,0.0,1.2,0.0,0.0,4.0,0.0,0.0,0.18,1.2,4.0,
0.302,0.0,0.0,0.01836240533333333,0.0,0.0,0.182408,0.0,0.0,1.208,0.0,0.0,4.0,0.0,0.0,0.182408,1.208,4.0,
0.304,0.0,0.0,0.018729642666666664,0.0,0.0,0.184832,0.0,0.0,1.216,0.0,0.0,4.0,0.0,0.0,0.184832,1.216,4.0,
0.306,0.0,0.0,0.019101743999999997,0.0,0.0,0.187272,0.0,0.0,1.224,0.0,0.0,4.0,0.0,0.0,0.187272,1.224,4.0,
0.308,0.0,0.0,0.01947874133333333,0.0,0.0,0.189728,0.0,0.0,1.232,0.0,0.0,4.0,0.0,0.0,0.189728,1.232,4.0,
0.31,0.0,0.0,0.019860666666666665,0.0,0.0,0.1922,0.0,0.0,1.24,0.0,0.0,4.0,0.0,0.0,0.1922,1.24,4.0,
0.312,0.0,0.0,0.020247552,0.0,0.0,0.194688,0.0,0.0,1.248,0.0,0.0,4.0,0.0,0.0,0.194688,1.248,4.0,
0.314,0.0,0.0,0.020639429333333334,0.0,0.0,0.197192,0.0,0.0,1.256,0.0,0.0,4.0,0.0,0.0,0.197192,1.256,4.0,
0.316,0.0,0.0,0.021036330666666665,0.0,0.0,0.199712,0.0,0.0,1.264,0.0,0.0,4.0,0.0,0.0,0.199712,1.264,4.0,
